startTimePeriod,CumDensity,long,lat
18/12/2015 4:00,12,103.844459175,1.21065215357
18/12/2015 4:00,12,103.8308536,1.205313445
18/12/2015 4:00,12,103.819281588,1.2062461125
18/12/2015 4:00,12,103.84431244,1.205993964
18/12/2015 4:00,1,103.827768,1.1950361
18/12/2015 4:00,6,103.866077287,1.23489072813
18/12/2015 4:00,3,103.8908154,1.2251638
18/12/2015 4:00,12,103.781687126,1.24992529706
18/12/2015 4:00,4,103.834607256,1.2624825623
18/12/2015 4:00,2,103.90070906,1.2465435
18/12/2015 4:00,1,103.914981055,1.27286721818
18/12/2015 4:00,1,103.941129968,1.26927516
18/12/2015 4:00,5,104.1065086,1.294083
18/12/2015 4:00,4,104.118346,1.315082
18/12/2015 4:00,4,103.889697233,1.4371387
18/12/2015 5:00,5,103.6012167,1.2151
18/12/2015 5:00,13,103.6602458,1.20948365455
18/12/2015 5:00,13,103.73179653,1.24227702603
18/12/2015 5:00,13,103.759984277,1.24684895909
18/12/2015 5:00,13,103.74584592,1.27198656
18/12/2015 5:00,12,103.652038186,1.24502212143
18/12/2015 5:00,1,103.78145,1.1744146
18/12/2015 5:00,19,103.783123612,1.2253900353
18/12/2015 5:00,2,103.827768,1.1950361
18/12/2015 5:00,7,103.844459175,1.21065215357
18/12/2015 5:00,7,103.8308536,1.205313445
18/12/2015 5:00,7,103.819281588,1.2062461125
18/12/2015 5:00,7,103.84431244,1.205993964
18/12/2015 5:00,3,103.8908154,1.2251638
18/12/2015 5:00,5,103.781687126,1.24992529706
18/12/2015 5:00,9,103.834607256,1.2624825623
18/12/2015 5:00,3,103.90070906,1.2465435
18/12/2015 5:00,10,103.914981055,1.27286721818
18/12/2015 5:00,10,103.941129968,1.26927516
18/12/2015 5:00,3,103.956585,1.260779
18/12/2015 5:00,4,104.118346,1.315082
18/12/2015 5:00,4,103.889697233,1.4371387
18/12/2015 6:00,3,103.6012167,1.2151
18/12/2015 6:00,8,103.652038186,1.24502212143
18/12/2015 6:00,7,103.6602458,1.20948365455
18/12/2015 6:00,7,103.73179653,1.24227702603
18/12/2015 6:00,7,103.759984277,1.24684895909
18/12/2015 6:00,7,103.74584592,1.27198656
18/12/2015 6:00,2,103.78145,1.1744146
18/12/2015 6:00,8,103.783123612,1.2253900353
18/12/2015 6:00,2,103.844459175,1.21065215357
18/12/2015 6:00,2,103.8308536,1.205313445
18/12/2015 6:00,2,103.819281588,1.2062461125
18/12/2015 6:00,2,103.84431244,1.205993964
18/12/2015 6:00,2,103.866077287,1.23489072813
18/12/2015 6:00,3,103.781687126,1.24992529706
18/12/2015 6:00,4,103.834607256,1.2624825623
18/12/2015 6:00,4,103.90070906,1.2465435
18/12/2015 6:00,5,103.914981055,1.27286721818
18/12/2015 6:00,5,103.941129968,1.26927516
18/12/2015 6:00,1,104.1065086,1.294083
18/12/2015 6:00,3,104.118346,1.315082
